VAR1,realSum,room_type,room_shared,room_private,person_capacity,host_is_superhost,multi,biz,cleanliness_rating,guest_satisfaction_overall,bedrooms,dist,metro_dist,attr_index,attr_index_norm,rest_index,rest_index_norm,lng,lat,metro_dist_group
176,436.34148056,Entire home/apt,False,False,3,False,0,0,9,90,1,3.3127304936,0.5168796995,131.02414824,6.9378157087,165.08268339,11.503198886,4.84563,52.37976,Very Close
177,626.39139503,Entire home/apt,False,False,4,True,1,0,10,97,2,2.2645205162,0.4557332517,238.07646317,12.606306915,310.59557466,21.642746503,4.90493,52.35421,Very Close
178,835.89154735,Entire home/apt,False,False,2,False,0,0,10,100,1,1.1330400387,0.4199509714,404.93162263,21.441398476,564.18793757,39.313427199,4.89921,52.36376,Very Close
179,833.31380498,Entire home/apt,False,False,4,False,0,0,10,97,2,2.3791447465,0.4821955342,263.66920903,13.961459814,330.89305086,23.057103847,4.89712,52.35199,Very Close
180,424.15578938,Entire home/apt,False,False,2,False,0,0,10,96,1,1.5909121208,1.5167871079,296.45187325,15.697323667,394.51135841,27.490119046,4.87076,52.36905,Close
181,602.25435287,Entire home/apt,False,False,4,False,0,0,10,97,1,2.1784447283,1.3971998001,196.51266111,10.405475979,237.32813123,16.537365633,4.92428,52.36885,Close
183,737.23431678,Entire home/apt,False,False,4,False,0,0,10,97,3,1.5250661771,1.2483942833,356.88276707,18.897179648,462.82009524,32.249970106,4.87451,52.36559,Close
184,397.20666464,Entire home/apt,False,False,3,False,1,0,9,91,1,6.3754063802,2.4460788667,70.859962614,3.7520821035,87.794537291,6.1176496703,4.79949,52.37441,Kinda Far
185,290.11318632,Private room,False,True,2,False,0,0,9,91,1,2.2856021988,0.2944749114,296.9059525,15.721367465,384.7009901,26.806518468,4.89462,52.35271,Very Close
186,221.21716308,Private room,False,True,2,True,1,0,9,95,1,2.4741674013,1.4998508738,189.15662187,10.015968814,237.60646851,16.556760575,4.85705,52.37046,Close
187,245.82288567,Private room,False,True,2,True,1,0,10,98,1,6.0506947372,1.6662920534,78.655021054,4.1648356274,97.67621295,6.8062190472,4.81,52.354,Close
188,196.61144049,Private room,False,True,2,False,1,0,8,87,1,10.453219552,0.3322092144,43.906679275,2.3248878415,54.662347578,3.8089510231,4.98757,52.29921,Very Close
189,258.00857685,Private room,False,True,2,True,1,0,10,100,1,4.5993535946,0.5030919944,85.883609178,4.5475941716,106.42874004,7.4161077271,4.93428,52.40601,Very Close
191,479.46008014,Entire home/apt,False,False,2,False,0,0,9,95,1,4.7743101088,0.2820637281,112.81098258,5.9734164851,140.20789823,9.7698880689,4.87274,52.33217,Very Close
192,920.48836501,Entire home/apt,False,False,4,True,0,0,10,99,3,1.050278308,0.8064406756,298.498607,15.805699579,413.10556716,28.785790264,4.89033,52.38252,Very Close
193,622.8762918,Entire home/apt,False,False,2,True,1,0,10,98,1,1.7503665021,1.6355972255,294.51785866,15.594916309,378.39888185,26.367378498,4.86941,52.36713,Close
194,317.06231106,Private room,False,True,2,False,1,0,10,95,1,0.5932291959,0.6365911773,418.75428267,22.17331751,603.26436297,42.036328741,4.89065,52.37835,Very Close
195,344.24577602,Entire home/apt,False,False,3,False,1,0,9,85,0,5.2129665093,3.8327160421,80.774322002,4.2770540208,100.73531507,7.0193816844,4.96965,52.37392,Far
196,409.39235582,Entire home/apt,False,False,4,False,1,0,9,91,2,2.6612728993,1.9700279551,156.57259425,8.2906229004,195.05296616,13.591571309,4.93202,52.37105,Close
197,282.61429944,Private room,False,True,2,False,0,0,10,98,1,2.159382048,1.5422503626,319.08791571,16.895917156,335.59869822,23.385000125,4.86847,52.36101,Close
198,319.64005343,Private room,False,True,2,False,0,1,9,94,1,0.3940358563,0.195948359,1171.698732,62.042226397,754.40205907,52.567820851,4.89887,52.37351,Very Close
199,290.11318632,Private room,False,True,2,False,1,0,8,82,1,2.2105463427,1.2060819021,199.42618403,10.559748954,240.9416996,16.789164276,4.92354,52.36633,Close
200,381.03718979,Private room,False,True,2,False,1,0,10,91,1,0.7553339649,0.4486168805,369.52848558,19.566778846,550.86583414,38.385123866,4.894,52.38,Very Close
201,276.52145385,Private room,False,True,2,True,1,0,10,94,1,5.9247325508,1.476511821,80.916612667,4.284588406,100.25293531,6.9857687685,4.81305,52.35239,Close
202,811.05148455,Entire home/apt,False,False,2,False,0,0,10,98,1,1.3793400399,0.3861357621,463.76115174,24.556461132,485.90020011,33.858225019,4.89677,52.36104,Very Close
203,1106.3201556,Entire home/apt,False,False,2,True,0,0,10,99,1,1.0183806521,0.8601405524,428.86047076,22.708446885,618.26937682,43.081899694,4.88194,52.36714,Very Close
204,435.16977949,Entire home/apt,False,False,2,False,1,0,10,93,1,2.5329930094,0.3442966106,272.12171462,14.409025601,343.37279535,23.926710398,4.88971,52.35056,Very Close
205,381.03718979,Private room,False,True,2,True,0,0,10,98,1,1.2286456559,0.3698019533,378.62733758,20.048569105,450.8826739,31.418153412,4.903,52.364,Very Close
206,513.67375155,Entire home/apt,False,False,3,False,0,0,10,100,2,3.1050637992,1.8878481439,130.8675951,6.9295261161,163.79309841,11.41333875,4.93831,52.37689,Close
207,309.79776439,Private room,False,True,2,False,0,1,10,93,1,2.3702088966,1.8562790047,251.35752918,13.309548185,299.65247965,20.880215898,4.86389,52.36165,Close
208,516.0171537,Entire home/apt,False,False,4,False,0,0,9,91,2,1.1963049039,0.9783056129,410.18750331,21.71970085,571.70784553,39.837425205,4.87977,52.36623,Very Close
209,614.44004406,Private room,False,True,4,False,0,0,10,92,1,1.3701507627,0.1073010915,485.3833389,25.701370309,529.82862502,36.919220867,4.89268,52.36092,Very Close
210,737.23431678,Entire home/apt,False,False,2,False,0,0,8,80,1,2.4458753364,0.6268368912,226.56771637,11.996911125,292.12913454,20.355978387,4.90366,52.35222,Very Close
211,685.91380967,Entire home/apt,False,False,4,True,0,0,10,98,2,2.8597924696,0.5770980648,167.89496209,8.890149801,217.44208619,15.151677404,4.919,52.353,Very Close
212,823.47151595,Entire home/apt,False,False,5,False,0,0,10,95,2,3.5039520912,1.7228436691,127.8814245,6.7714063986,165.20150064,11.511478243,4.93679,52.3566,Close
213,307.22002203,Entire home/apt,False,False,2,False,0,0,9,94,1,2.894977531,1.7688405854,149.84954957,7.9346332176,193.86303392,13.508655119,4.93321,52.36461,Close
215,638.81142643,Entire home/apt,False,False,2,False,0,0,9,99,1,4.0266624622,0.8724677156,133.07315078,7.0463117546,171.91213156,11.979084661,4.84719,52.35043,Very Close
216,1136.5500434,Entire home/apt,False,False,4,True,0,0,10,97,3,3.1972985934,0.5412267605,176.63401889,9.3528886651,224.65744955,15.654454304,4.89871,52.3447,Very Close
217,405.64291238,Private room,False,True,4,False,0,0,10,90,1,11.187100154,0.4238807316,40.931415371,2.1673456409,50.87731805,3.54520472,4.99213,52.29304,Very Close
218,400.48742765,Private room,False,True,2,False,0,1,10,94,0,0.8307142281,0.451411513,487.4503201,25.810818337,969.64230354,67.566070755,4.8954,52.3659,Very Close
219,307.22002203,Private room,False,True,2,False,1,0,10,99,1,2.2387743822,0.2342390133,228.91945711,12.12143736,303.71058906,21.162990801,4.90795,52.35528,Very Close
220,688.0228716,Private room,False,True,4,False,0,0,10,100,2,1.282246723,1.197580043,350.08490612,18.537228394,457.11465288,31.852406673,4.87548,52.36917,Close
221,648.88805568,Entire home/apt,False,False,2,False,0,0,10,100,1,1.5910392037,1.5138877551,298.02957244,15.780863887,394.62239656,27.497856344,4.87085,52.36887,Close
222,331.82574462,Entire home/apt,False,False,2,False,0,0,10,98,0,2.6153792122,1.9788088153,158.58767572,8.3973228033,199.15038297,13.877085207,4.93143,52.37172,Close
223,420.40634593,Entire home/apt,False,False,2,True,0,0,9,94,0,2.1379533266,0.0576981437,366.67810645,19.415849377,442.73734729,30.850575335,4.89098,52.35406,Very Close
224,774.26007077,Entire home/apt,False,False,2,False,0,0,10,96,1,3.2466856071,0.7332166489,131.22909106,6.9486675671,166.25928186,11.585185961,4.84777,52.38229,Very Close
225,1126.9420945,Entire home/apt,False,False,4,False,1,0,8,90,2,2.8894195429,1.1995434913,142.66141539,7.5540167365,179.81919181,12.530059995,4.85516,52.38487,Close
226,208.79713168,Private room,False,True,2,False,1,0,8,88,1,10.406077169,0.4685946544,44.058387866,2.3329209122,54.83772631,3.8211716655,4.98931,52.3006,Very Close
227,522.34433951,Private room,False,True,4,False,0,0,10,96,2,2.6965813901,1.8315158999,217.86429275,11.536059062,268.90415386,18.737628319,4.86053,52.35945,Close
228,448.52717175,Private room,False,True,2,True,0,0,9,95,1,1.2243296656,0.9383892635,267.24554078,14.150828956,359.05916564,25.019759248,4.88988,52.38406,Very Close
229,204.11032737,Private room,False,True,2,False,0,0,10,94,1,10.898646645,0.2003325792,42.010231571,2.2244696755,52.243695648,3.6404158769,4.9921,52.2963,Very Close
230,442.66866637,Private room,False,True,2,False,0,0,9,88,1,0.8166865418,0.9430410759,407.41800294,21.573053966,567.63679621,39.553748631,4.88623,52.37925,Very Close
231,325.49855881,Private room,False,True,2,True,1,0,10,95,1,3.2543600387,0.8150482721,167.11659142,8.8489345567,211.6275242,14.746510359,4.90341,52.34467,Very Close
233,583.97581609,Entire home/apt,False,False,4,False,0,0,10,100,2,6.8054262688,0.41783918,70.104952994,3.7121038425,88.168349975,6.1436974759,4.94575,52.32125,Very Close
234,614.44004406,Entire home/apt,False,False,4,False,0,0,9,98,3,4.0555588855,2.1441514746,95.725957633,5.0687530621,120.30073016,8.3827279571,4.90319,52.40916,Kinda Far
235,279.09919621,Private room,False,True,4,False,0,0,9,93,1,7.2979034523,3.0297151455,63.594663156,3.3673796698,78.744967,5.4870625926,4.78942,52.35666,Far
236,345.18313688,Private room,False,True,2,False,1,0,10,94,1,1.2051762216,0.4275855153,522.23666043,27.652778171,779.16369625,54.293247354,4.88623,52.36325,Very Close
237,245.82288567,Private room,False,True,4,False,0,0,10,99,0,2.861261291,1.3419949106,131.38619536,6.9569863444,164.8023805,11.483666978,4.90543,52.39782,Close
238,522.34433951,Entire home/apt,False,False,3,False,0,0,10,97,2,9.4611932768,0.5199748418,48.692673252,2.5783094027,60.786849494,4.2357151281,4.98045,52.30713,Very Close
239,303.47057859,Private room,False,True,4,False,1,0,5,80,0,3.8756943705,0.533550698,110.86357295,5.8702998514,140.46583301,9.7878613352,4.83907,52.3842,Very Close
240,798.86579336,Entire home/apt,False,False,5,False,0,1,9,95,3,3.8162944934,0.7166396308,151.8172195,8.0388226478,183.13227651,12.760920503,4.86308,52.34427,Very Close
241,654.98090127,Private room,False,True,2,False,0,0,10,96,1,1.1576118642,0.4427565974,401.03131698,21.2348747,558.21597909,38.89729254,4.89924,52.36353,Very Close
242,277.45881471,Private room,False,True,2,True,1,0,10,98,1,4.0482090283,0.1245077819,112.69328829,5.9671844941,140.13807924,9.7650229811,4.83365,52.37301,Very Close
243,498.910318,Private room,False,True,4,True,1,0,10,96,2,3.9197071621,0.1967484253,115.55889011,6.1189200146,143.8939728,10.026739048,4.83556,52.37426,Very Close
244,491.64577133,Entire home/apt,False,False,4,False,0,0,10,94,2,3.0615937497,0.4565702771,198.03778404,10.486232252,267.38653021,18.63187812,4.89156,52.34573,Very Close
245,442.43432615,Private room,False,True,2,True,1,0,10,96,1,2.0819265631,2.0050663588,238.5933063,12.633674103,297.96005311,20.762285182,4.86382,52.36785,Kinda Far
246,202.70428608,Private room,False,True,2,True,1,0,10,98,1,8.3281740137,3.322728204,52.990158631,2.805864109,66.140933364,4.6087953951,5.00683,52.34575,Far
247,258.00857685,Shared room,True,False,3,True,1,0,10,98,1,7.1740611525,3.0053791365,64.407386704,3.4104139217,79.805762243,5.5609803313,4.79,52.36,Far
248,245.82288567,Private room,False,True,2,True,1,0,10,96,1,3.8693835029,1.1541799684,142.05595844,7.5219573887,184.1023889,12.828519331,4.85118,52.34976,Close
249,669.74433483,Entire home/apt,False,False,4,False,1,0,9,88,2,2.5021252343,1.9683862116,233.13075698,12.344428486,281.04090556,19.583334639,4.86204,52.36122,Close
250,453.44831627,Entire home/apt,False,False,2,False,0,1,9,85,1,2.9463696731,0.8805309069,149.24340151,7.902537275,187.19974213,13.04434736,4.85021,52.37674,Very Close
251,706.5357486,Entire home/apt,False,False,4,False,1,0,9,89,3,2.5317987984,1.9508241564,231.72012124,12.269734387,279.46651403,19.473628772,4.86191,52.36085,Close
252,1038.3614932,Entire home/apt,False,False,4,False,0,0,9,99,2,0.1951980502,0.254387073,658.35222126,34.86018756,857.74779184,59.769100195,4.89572,52.37252,Very Close
254,399.55006679,Private room,False,True,2,False,0,1,9,88,0,0.9598558197,0.6589549053,466.73776725,24.714074901,903.94456551,62.988157849,4.88589,52.36582,Very Close
255,407.98631453,Private room,False,True,2,False,0,1,9,82,0,1.7316902371,0.1068345836,269.84114201,14.288267766,330.26258043,23.01317176,4.90933,52.36125,Very Close
256,407.98631453,Private room,False,True,2,False,0,1,8,78,0,1.7635668073,0.1304376879,265.54925367,14.061009427,325.75698561,22.699215431,4.90959,52.36101,Very Close
257,319.40571321,Private room,False,True,2,False,1,0,9,96,1,1.1103486516,1.2007269573,383.80028109,20.322479901,425.12313717,29.623191832,4.878,52.377,Close
258,817.14433014,Entire home/apt,False,False,4,False,1,0,10,100,3,4.1930637735,0.1530381646,117.97138796,6.2466633792,150.25107823,10.469711301,4.91948,52.33918,Very Close
259,792.77294777,Entire home/apt,False,False,6,False,0,0,9,92,3,6.4466110609,2.532098025,69.830812898,3.6975879422,86.520729215,6.0288888909,4.79853,52.37599,Kinda Far
260,274.1780517,Private room,False,True,2,False,1,0,9,90,1,1.1633859681,0.6138031298,482.22413759,25.534088501,1402.1539102,97.704101774,4.88414,52.36433,Very Close
261,774.26007077,Entire home/apt,False,False,2,False,0,0,9,93,1,0.3455238407,0.419598264,601.07320776,31.827225736,701.33021635,48.869698494,4.88805,52.37353,Very Close
262,221.21716308,Private room,False,True,2,False,0,0,10,100,1,9.2301712562,0.2947510204,49.865534124,2.6404131652,62.278161666,4.3396319058,4.9806,52.3099,Very Close
263,436.34148056,Private room,False,True,2,False,0,1,9,90,0,1.0920611909,0.5619198281,484.34056275,25.646154619,843.82077128,58.798645366,4.88556,52.36457,Very Close
264,974.6209547,Entire home/apt,False,False,3,False,0,0,10,95,1,1.2238902406,0.2904783053,528.97378348,28.009513313,655.08775957,45.647457575,4.88808,52.36267,Very Close
265,1044.688679,Entire home/apt,False,False,5,False,0,0,9,96,3,3.5132238825,1.6604964892,127.93830727,6.7744183789,165.54055321,11.535103915,4.93637,52.35604,Close
266,607.17549739,Private room,False,True,4,True,1,0,10,96,1,1.4250454823,1.3247353046,334.73922416,17.724664338,459.28680714,32.003765507,4.874,52.368,Close
267,314.4845687,Private room,False,True,2,False,1,0,9,91,1,2.1231221137,0.2337022412,233.97037069,12.388886591,308.74786685,21.513995564,4.90917,52.35688,Very Close
268,390.64513861,Private room,False,True,2,True,1,0,9,86,1,1.4250789187,1.3247669451,334.73551424,17.724467895,459.29695654,32.004472732,4.874,52.368,Close
269,449.69887282,Private room,False,True,4,True,0,0,10,98,1,0.2403669761,0.477043435,573.92336351,30.389623443,881.63644056,61.433695607,4.89372,52.37536,Very Close
270,181.84800694,Private room,False,True,2,False,1,0,10,87,1,2.7165218009,1.525345042,184.30015274,9.7588155466,226.84434533,15.806840348,4.855,52.366,Close
272,410.32971668,Entire home/apt,False,False,2,False,0,0,8,91,1,2.0336866401,1.3125529101,192.9223068,10.215364333,232.3235603,16.18863993,4.92214,52.37751,Close
273,771.6823284,Entire home/apt,False,False,2,False,0,0,9,96,1,2.670217589,0.6242630502,227.79013949,12.061639242,299.62635351,20.878395392,4.89646,52.34932,Very Close
274,415.2508612,Entire home/apt,False,False,4,True,0,0,10,96,2,7.0810524224,3.1957663177,63.193387049,3.3461318333,78.210366395,5.4498108533,4.78951,52.37887,Far
275,577.41429007,Entire home/apt,False,False,2,False,1,0,9,97,1,1.2454901675,0.4970273626,383.50391235,20.306786979,505.66805125,35.235677326,4.90002,52.36287,Very Close
276,531.95228833,Entire home/apt,False,False,2,False,0,0,9,93,1,1.2100528454,0.9869445639,408.2949817,21.619490574,566.60111535,39.481580899,4.87956,52.36619,Very Close
277,552.80856748,Entire home/apt,False,False,4,False,0,0,9,96,2,6.329190085,4.4119153152,67.793283148,3.5896993881,84.602055704,5.8951929603,4.98537,52.3664,Very Far
279,282.84863966,Entire home/apt,False,False,2,True,0,0,10,98,1,4.046773921,1.2112289797,96.020794602,5.0843648755,119.61175813,8.3347193948,4.91643,52.40669,Close
280,347.99521946,Private room,False,True,4,True,0,0,10,100,2,7.4480761191,2.4623758154,64.509545038,3.4158232733,79.408391395,5.5332909589,4.80439,52.3341,Kinda Far
281,485.55292574,Entire home/apt,False,False,3,False,0,0,9,95,2,2.4211262791,1.3912920795,178.21363073,9.4365301616,221.71801165,15.449630042,4.85801,52.37675,Close
282,436.34148056,Private room,False,True,2,True,0,0,10,98,1,0.7316357598,0.3063782603,433.35650056,22.94651465,575.68020602,40.114224999,4.90369,52.37435,Very Close
283,221.21716308,Private room,False,True,2,False,1,0,10,93,1,2.772629647,1.3098681163,173.94552478,9.2105311155,216.52231034,15.087586099,4.85321,52.36824,Close
284,460.94720315,Entire home/apt,False,False,2,True,0,0,10,98,1,1.6603169581,0.036529935,284.3492807,15.05648335,350.91245301,24.452084591,4.90741,52.36115,Very Close
285,552.80856748,Entire home/apt,False,False,4,False,0,0,9,99,3,8.1499677737,3.311527288,54.122812983,2.8658389095,67.639069501,4.7131876766,5.0049,52.34713,Far
286,368.85149861,Entire home/apt,False,False,2,False,0,0,10,93,1,6.9789080894,0.0687184318,69.937919247,3.7032592946,87.68119392,6.1097517411,4.94193,52.31809,Very Close
287,209.03147189,Private room,False,True,2,False,1,0,9,89,0,4.6297597307,0.8502639211,94.620225459,5.0102038087,118.67685058,8.2695736914,4.827,52.383,Very Close
288,568.97804232,Private room,False,True,3,False,0,1,10,92,0,0.5016413717,0.275118639,514.76016575,27.25689281,762.48481706,53.131039056,4.89403,52.36876,Very Close
289,1044.688679,Entire home/apt,False,False,4,True,0,0,9,94,2,1.7381836787,0.3776491571,624.24732849,33.054310827,486.45604289,33.896956943,4.89285,52.35761,Very Close
290,489.30236918,Entire home/apt,False,False,2,False,1,0,8,85,1,0.5314343611,0.1473425132,538.26870741,28.501685711,637.58615652,44.427920695,4.9,52.371,Very Close
291,239.73004007,Private room,False,True,2,False,0,0,9,91,1,1.8778904685,0.7651677883,200.7716077,10.630990031,243.4235631,16.962104095,4.9161,52.38255,Very Close
292,734.89091463,Entire home/apt,False,False,4,False,0,1,9,89,2,0.8268636946,0.6483040843,481.13705241,25.476526618,697.43528939,48.59829438,4.88518,52.3676,Very Close
293,274.1780517,Private room,False,True,2,True,0,0,10,96,1,3.1692624059,0.641953381,137.62910941,7.2875527912,175.22204105,12.209723916,4.84736,52.37851,Very Close
294,399.55006679,Private room,False,True,2,False,0,1,10,95,1,1.1180016595,0.4841207761,494.66296141,26.192732487,787.17188701,54.851269607,4.88636,52.36407,Very Close
295,337.91859021,Private room,False,True,3,False,0,0,10,86,1,3.042632815,1.6899029675,144.53672476,7.6533156141,186.95623454,13.027379401,4.93374,52.36187,Close
296,474.0702552,Entire home/apt,False,False,4,False,0,0,10,100,2,7.494987622,3.3169916224,61.509679709,3.2569784109,76.267373214,5.3144202931,4.78534,52.35955,Far
297,534.76437091,Entire home/apt,False,False,2,False,0,0,10,96,1,2.2905443657,1.6831399185,204.11181313,10.807856128,255.37841661,17.795135487,4.85977,52.37046,Close
298,436.34148056,Private room,False,True,2,False,0,1,9,92,0,0.9823256088,0.6400305552,467.5135224,24.755151652,860.89376716,59.988316282,4.88585,52.3656,Very Close
299,1112.178661,Entire home/apt,False,False,4,False,0,0,9,97,2,0.9384199598,0.9089482697,335.37631265,17.758398597,502.74070582,35.031695686,4.88732,52.38089,Very Close
300,614.44004406,Private room,False,True,4,False,0,0,9,95,2,0.868937678,0.9431073696,633.99970472,33.570705628,545.78573847,38.03113549,4.88085,52.37542,Very Close
301,202.70428608,Private room,False,True,2,False,0,0,9,86,1,3.5789888132,1.0807963141,151.25234038,8.0089119231,193.06638245,13.453143298,4.85001,52.35482,Close
302,430.24863497,Entire home/apt,False,False,2,False,0,0,10,96,1,3.4812067904,1.3413970797,162.02330317,8.5792415597,223.22892204,15.554912452,4.85439,52.3528,Close
303,243.2451433,Private room,False,True,2,False,1,0,9,92,1,7.104815917,0.1969119601,69.54296571,3.6823462424,87.180892515,6.0748900194,4.94234,52.31694,Very Close
304,277.69315492,Private room,False,True,2,True,1,0,10,97,1,2.7598076427,1.6131358711,185.58614874,9.8269098888,228.06281348,15.891744962,4.85512,52.36458,Close
305,356.4314672,Private room,False,True,2,False,0,0,10,99,1,2.9304498212,0.9890716194,187.91369074,9.9501547842,238.80433741,16.640229803,4.90341,52.34766,Very Close
306,555.38630984,Private room,False,True,3,True,0,0,10,96,1,0.3971287275,0.4249699342,594.85959377,31.498210746,693.19450809,48.302790638,4.88729,52.37293,Very Close
307,352.68202376,Entire home/apt,False,False,2,False,0,0,9,96,1,4.7533012206,0.2912657105,107.15455177,5.6739047154,133.64981628,9.312911483,4.83576,52.34888,Very Close
308,318.23401214,Private room,False,True,4,False,1,0,9,94,1,0.6432797934,0.7051149439,996.16323134,52.747505003,722.06416148,50.314469621,4.88381,52.37428,Very Close
309,368.61715839,Entire home/apt,False,False,2,True,0,0,9,98,1,1.8434148029,1.5678528191,300.1795775,15.894708084,365.02495773,25.435464224,4.8693,52.36534,Close
310,774.26007077,Private room,False,True,4,True,0,0,10,99,1,3.2409197536,2.0342695939,126.09525199,6.6768273774,159.0664963,11.083982315,4.94043,52.37632,Kinda Far
311,1029.9252455,Entire home/apt,False,False,4,True,0,0,9,95,1,1.7763168319,0.3904185288,719.99800002,38.124372506,642.02781535,44.737421873,4.89078,52.35733,Very Close
312,326.67025988,Entire home/apt,False,False,4,False,0,0,8,90,3,3.9253330803,1.9688892998,98.605302504,5.2212162861,123.84437339,8.6296541152,4.90505,52.40775,Close
313,299.72113514,Private room,False,True,2,False,0,0,10,100,1,3.8128210679,1.1108471283,143.87556894,7.6183069739,200.0576788,13.940306886,4.85085,52.35075,Close
314,688.0228716,Entire home/apt,False,False,4,False,0,0,8,91,2,4.8943069815,0.8312679532,108.72017351,5.7568054266,135.43206684,9.4371012663,4.8808,52.32989,Very Close
315,399.31572657,Entire home/apt,False,False,3,False,0,0,10,98,1,2.7484060409,1.6530573698,157.96409003,8.3643035265,200.99918234,14.005912207,4.93125,52.36517,Close
316,362.5243128,Entire home/apt,False,False,2,False,0,0,10,97,2,2.4650133885,0.121029009,202.6646571,10.731228255,276.5830415,19.272704258,4.91163,52.3542,Very Close
317,350.1042814,Private room,False,True,2,True,1,0,10,93,0,1.1825231567,1.2642717942,355.92031924,18.846217396,402.08925463,28.018157757,4.8768,52.3769,Close
318,1038.3614932,Entire home/apt,False,False,2,False,0,0,9,90,1,1.7619009736,1.6840366529,277.34704163,14.685710138,359.01222954,25.016488673,4.86843,52.36846,Close
319,432.3576969,Private room,False,True,2,False,0,0,8,90,1,1.4333734111,1.3630703276,318.29306814,16.853829448,416.56365881,29.026755065,4.87292,52.36957,Close
320,337.68424999,Private room,False,True,2,False,0,0,10,98,1,1.551400127,0.9236147868,295.47410625,15.645550254,317.34505205,22.113059798,4.91487,52.36912,Very Close
321,1118.2715066,Entire home/apt,False,False,4,False,0,0,10,95,3,1.9601155206,0.2477981209,462.95000153,24.513510189,521.45243844,36.335556135,4.88954,52.35575,Very Close
322,335.57518806,Private room,False,True,2,False,0,0,9,92,0,3.3104625647,0.8596018053,141.46803784,7.4908266027,187.99366967,13.099669373,4.9268,52.35179,Very Close
323,468.21174982,Entire home/apt,False,False,2,False,0,0,10,95,1,2.4641833981,1.5184080542,155.51625607,8.2346890924,197.52042942,13.763507699,4.87182,52.39115,Close
324,241.83910201,Private room,False,True,2,False,0,0,9,90,1,6.3248634655,1.9642673091,74.727455619,3.9568684279,92.727024356,6.4613524655,4.80538,52.35457,Close
326,368.61715839,Entire home/apt,False,False,2,False,0,0,10,98,1,6.2913659733,2.3808055244,73.299322292,3.8812478193,90.905329776,6.3344141662,4.8016,52.36542,Kinda Far
327,346.58917817,Private room,False,True,2,False,0,0,9,89,0,2.0113559286,0.400696364,351.35102896,18.60427044,419.17176563,29.2084917,4.89581,52.35523,Very Close
328,417.82860357,Private room,False,True,4,False,0,0,10,96,2,2.9378018865,0.9985858438,156.75823382,8.3004526393,206.18276256,14.367111535,4.92598,52.35614,Very Close
329,421.34370679,Entire home/apt,False,False,2,False,0,1,10,95,1,1.7378513028,1.8777123225,220.19436532,11.659437953,279.36753542,19.4667318,4.87309,52.38293,Close
330,712.86293441,Entire home/apt,False,False,2,False,0,0,10,94,1,1.0888412393,1.1916766135,386.51951532,20.46646516,433.67946504,30.219409068,4.87867,52.37745,Close
331,308.3917231,Private room,False,True,3,True,1,0,9,97,1,1.9131368225,1.5210229382,309.61249617,16.394187395,358.87838132,25.007161936,4.86939,52.36401,Close
332,333.23178591,Private room,False,True,2,False,0,0,9,88,0,2.1368991958,0.0837770876,377.94156211,20.012256838,448.87188111,31.278038478,4.88968,52.35414,Very Close
333,356.19712699,Private room,False,True,2,False,0,0,10,100,1,1.8688444054,0.8393184181,202.30920064,10.712406599,245.23914784,17.088616652,4.91674,52.38177,Very Close
334,351.51032269,Private room,False,True,2,False,1,0,9,84,0,1.5647645877,0.1816822906,625.58357955,33.125066208,515.32864627,35.908841487,4.89034,52.35927,Very Close
335,264.33576266,Private room,False,True,2,False,1,0,10,97,1,3.5489264149,2.4371601129,117.08139797,6.1995378174,145.6342755,10.148005844,4.9452,52.37413,Kinda Far
336,344.24577602,Private room,False,True,2,True,0,0,10,98,1,2.5794567689,1.9395408273,231.53054392,12.259696142,278.32347131,19.393979911,4.862,52.36,Close
337,515.78281349,Entire home/apt,False,False,4,False,0,0,9,93,3,2.6804034185,1.2899112742,174.28439201,9.2284743607,225.40428646,15.706494975,4.85397,52.37062,Close
338,491.64577133,Entire home/apt,False,False,6,False,0,0,10,90,3,4.0519176073,0.6841712966,119.51061672,6.3281665645,148.01849735,10.314141853,4.83588,52.36325,Very Close
339,501.25372015,Entire home/apt,False,False,2,False,0,0,10,100,1,2.3145483949,1.5954290117,193.87918987,10.266031927,241.68109463,16.840686386,4.85911,52.37315,Close
340,552.80856748,Entire home/apt,False,False,3,False,0,0,10,100,1,1.4756207371,1.4395679661,240.34626044,12.726494189,312.76384228,21.79383451,4.88128,52.38435,Close
341,386.19267452,Private room,False,True,2,False,1,0,10,96,1,0.2862270364,0.2213098445,593.67259202,31.435358215,816.21148682,56.874790702,4.896,52.37137,Very Close
342,1136.5500434,Entire home/apt,False,False,4,True,0,0,9,95,2,0.3639339291,0.2256158781,545.18004143,28.86764544,745.62775049,51.956414405,4.89591,52.37045,Very Close
343,268.0852061,Private room,False,True,2,True,0,0,10,99,0,8.3961939655,3.349573514,52.563075881,2.7832497936,65.586827101,4.5701844736,5.00769,52.34542,Far
344,319.40571321,Private room,False,True,2,True,0,0,10,99,1,3.2572683397,1.844875066,116.89655314,6.1897501609,148.24673434,10.330045735,4.902,52.402,Close
346,540.62287629,Entire home/apt,False,False,4,False,0,0,9,89,2,3.5304038588,2.0967727141,124.0456411,6.5682991187,159.88160143,11.140780013,4.94081,52.36082,Kinda Far
347,1044.688679,Entire home/apt,False,False,2,False,0,0,10,100,1,2.1587272361,0.4626243541,439.95635251,23.295981196,463.25436773,32.280230837,4.88398,52.35465,Very Close
348,539.68551543,Entire home/apt,False,False,6,True,0,1,10,93,3,5.3092540555,2.9833045654,75.550137862,4.0004299993,94.482250807,6.5836591698,4.871,52.419,Kinda Far
